periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 711 Rev 2020_Clients given cycle beads,MOH 711 Rev 2020_FP Injections DMPA- IM,MOH 711 Rev 2020_FP Injections DMPA- SC,MOH 711 Rev 2020_IUCD Insertion Hormonal,MOH 711 Rev 2020_IUCD Insertion Non Hormonal,MOH 711 Rev 2020_Implants insertion 1 Rod,MOH 711 Rev 2020_Implants insertion 2 Rod,MOH 711 Client receiving Male condoms,MOH 711 Clients receiving Female Condoms,MOH 711 Emergency contraceptive pill,MOH 711 Pills Combined oral contraceptive,MOH 711 Pills progestin only
202006,June 2020,202006,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,84,22,70,146,65
202006,June 2020,202006,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,682,7,222,1443,432
202006,June 2020,202006,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,1339,27,245,1886,545
202006,June 2020,202006,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,1495,7,23,354,103
202006,June 2020,202006,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,3107,40,579,4904,2791
202006,June 2020,202006,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,1159,107,55,1704,336
202006,June 2020,202006,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,,,,,,,178,10,61,2600,850
202006,June 2020,202006,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,250,3,142,262,44
202006,June 2020,202006,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,,,,309,10,201,2609,647
202006,June 2020,202006,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,1728,61,62,1035,194
202006,June 2020,202006,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,986,57,212,499,81
202006,June 2020,202006,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,788,32,237,705,167
202006,June 2020,202006,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,351,2,96,1374,479
202006,June 2020,202006,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,,,,,,,4273,258,467,3737,1023
202006,June 2020,202006,,jkG3zaihdSs,Nairobi County,KE_County_47,,,,,,,,,27510,531,860,8334,4232
202006,June 2020,202006,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,373,3,108,2478,751
202006,June 2020,202006,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,,,,1190,51,20,1454,430
202006,June 2020,202006,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1838,22,31,1123,169
202006,June 2020,202006,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,2024,40,325,1315,328
202006,June 2020,202006,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,23,,,,6,6,367,2,27,131,13
202006,June 2020,202006,,R6f9znhg37c,Mandera County,KE_County_9,,,19,,,,,,176,,35,309,150
202006,June 2020,202006,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,587,7,168,1345,242
202006,June 2020,202006,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,6256,44,340,3341,1007
202006,June 2020,202006,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,2143,174,76,690,72
202006,June 2020,202006,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,923,,44,406,48
202006,June 2020,202006,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,96,,6,195,33
202006,June 2020,202006,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,276,1,82,919,258
202006,June 2020,202006,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,,,774,58,208,749,142
202006,June 2020,202006,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,409,33,96,235,102
202006,June 2020,202006,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,712,34,169,1429,327
202006,June 2020,202006,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,516,9,100,397,125
202006,June 2020,202006,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,447,,17,224,70
202006,June 2020,202006,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,343,1,11,202,86
202006,June 2020,202006,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1650,41,216,1005,258
202006,June 2020,202006,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,344,48,103,735,233
202006,June 2020,202006,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,148,13,129,980,196
202006,June 2020,202006,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,898,41,115,725,213
202006,June 2020,202006,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,239,4,20,919,404
202006,June 2020,202006,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,98,4,15,346,67
202007,July 2020,202007,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,744,204,149,446,140
202007,July 2020,202007,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,946,9,121,482,95
202007,July 2020,202007,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,1303,154,167,1281,240
202007,July 2020,202007,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,17,,,,,,345,3,11,928,330
202007,July 2020,202007,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,62,2,36,329,28
202007,July 2020,202007,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,,274,8,45,1643,518
202007,July 2020,202007,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,157,3,28,300,215
202007,July 2020,202007,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,4738,509,293,692,356
202007,July 2020,202007,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,143,4,59,148,68
202007,July 2020,202007,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,862,2,204,1403,560
202007,July 2020,202007,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,1887,33,286,1900,785
202007,July 2020,202007,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,1201,3,25,405,373
202007,July 2020,202007,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2750,736,691,5304,3013
202007,July 2020,202007,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,,,,,,565,114,131,1635,306
202007,July 2020,202007,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,27,,,,,5,267,9,57,2947,902
202007,July 2020,202007,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,194,3,158,233,56
202007,July 2020,202007,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,873,,,48,1,83,248,52,167,2546,662
202007,July 2020,202007,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,2066,96,60,1008,215
202007,July 2020,202007,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,1331,31,130,484,101
202007,July 2020,202007,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,2033,13,283,890,132
202007,July 2020,202007,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,964,48,116,1519,449
202007,July 2020,202007,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,30,,,,6,1,3943,573,477,3697,1160
202007,July 2020,202007,,jkG3zaihdSs,Nairobi County,KE_County_47,,,61,,,,,,13295,365,907,8672,4848
202007,July 2020,202007,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,,,,,,531,6,256,2628,1026
202007,July 2020,202007,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,18,,,,915,122,132,1622,468
202007,July 2020,202007,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1856,265,59,1152,168
202007,July 2020,202007,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,2706,14,218,1259,373
202007,July 2020,202007,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,29,,,1,7,8,382,6,25,137,34
202007,July 2020,202007,,R6f9znhg37c,Mandera County,KE_County_9,,,13,,,,7,,441,12,99,456,260
202007,July 2020,202007,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,741,15,133,1340,176
202007,July 2020,202007,,yhCUgGcCcOo,Machakos County,KE_County_16,,,,,,,,,6141,57,1069,5351,1444
202007,July 2020,202007,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1617,56,79,649,89
202007,July 2020,202007,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,118,132,40,479,34
202007,July 2020,202007,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,266,1,8,164,42
202007,July 2020,202007,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,277,6,185,1140,198
202007,July 2020,202007,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,,,,,,860,30,112,692,78
202007,July 2020,202007,,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,448,64,126,368,90
202007,July 2020,202007,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,1345,98,165,1299,310
202007,July 2020,202007,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,603,10,43,406,252
202007,July 2020,202007,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,,353,5,,177,80
202007,July 2020,202007,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,1749,120,1,229,41
202007,July 2020,202007,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,1232,33,228,968,314
202007,July 2020,202007,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,875,76,175,1161,677
202007,July 2020,202007,,j8o6iO4Njsi,Kitui County,KE_County_15,,,,,,,,,449,20,113,1094,194
202007,July 2020,202007,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,356,202,14,658,175
202007,July 2020,202007,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,291,14,26,904,357
202007,July 2020,202007,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,19,5,12,421,77
202008,August 2020,202008,,vvOK1BxTbet,Baringo County,KE_County_30,,,,,,,,,1145,178,169,445,89
202008,August 2020,202008,,HMNARUV2CW4,Bomet County,KE_County_36,,,,,,,,,3299,,259,448,67
202008,August 2020,202008,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,12,1606,64,129,990,290
202008,August 2020,202008,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,705,12,12,1066,150
202008,August 2020,202008,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,,,,,,62,2,19,321,12
202008,August 2020,202008,,PFu8alU2KWG,Embu County,KE_County_14,,,5,,,,,,258,18,43,1660,459
202008,August 2020,202008,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,,,,,,878,151,20,293,233
202008,August 2020,202008,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,,,,,,823,41,35,395,121
202008,August 2020,202008,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,,,,,,80,,25,171,54
202008,August 2020,202008,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,1010,195,272,1486,681
202008,August 2020,202008,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,,,,,,2405,53,193,1906,764
202008,August 2020,202008,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,949,87,193,353,301
202008,August 2020,202008,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,,,,,,2158,88,533,5250,3036
202008,August 2020,202008,,nrI2khZx3d0,Kilifi County,KE_County_3,,,1847,,2,23,154,242,775,23,200,2183,331
202008,August 2020,202008,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,118,,,,,19,149,19,236,2835,891
202008,August 2020,202008,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,390,5,129,271,60
202008,August 2020,202008,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,801,1,5,60,14,35,424,20,195,2464,802
202008,August 2020,202008,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,,,,,,,2774,672,378,1065,249
202008,August 2020,202008,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,1339,164,154,460,90
202008,August 2020,202008,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1225,6,453,747,103
202008,August 2020,202008,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,,,,,,245,6,127,1729,328
202008,August 2020,202008,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,117,,,205,448,386,3801,1167,464,3797,1108
202008,August 2020,202008,,jkG3zaihdSs,Nairobi County,KE_County_47,,,230,,,33,52,17,14155,513,1260,8256.5,4190
202008,August 2020,202008,,ahwTMNAJvrL,Muranga County,KE_County_21,,,32,,,,,,338,67,116,2699,979
202008,August 2020,202008,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,,,,25,,,1517,108,106,1805,448
202008,August 2020,202008,,fVra3Pwta0Q,Migori County,KE_County_44,,,,,,,,,1473,169,35,1086,136
202008,August 2020,202008,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,1912,66,96,1481,339
202008,August 2020,202008,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,37,,,3,10,6,384,,39,134,27
202008,August 2020,202008,,R6f9znhg37c,Mandera County,KE_County_9,,,60,,,,37,,209,18,27,315,170
202008,August 2020,202008,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,403,17,426,1504,224
202008,August 2020,202008,,yhCUgGcCcOo,Machakos County,KE_County_16,,,26,,,,2,,5567,84,604,5363,1179
202008,August 2020,202008,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,1865,25,86,520,84
202008,August 2020,202008,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,180,16,49,742,54
202008,August 2020,202008,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,66,20,15,255,121
202008,August 2020,202008,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,267,32,60,971,344
202008,August 2020,202008,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,78,,,,14,10,2329,59,67,824,111
202008,August 2020,202008,,kphDeKClFch,Turkana County,KE_County_23,,,46,31,,1,9,4,837,42,58,268,98
202008,August 2020,202008,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,295,6,65,1423,255
202008,August 2020,202008,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,554,4,44,284,89
202008,August 2020,202008,,CeLsrJOH0g9,Wajir County,KE_County_8,,,46,,,,1,4,423,,6,249,140
202008,August 2020,202008,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,439,30,35,197,18
202008,August 2020,202008,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,,,,,,3339,204,204,994,290
202008,August 2020,202008,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,952,89,165,978,316
202008,August 2020,202008,,j8o6iO4Njsi,Kitui County,KE_County_15,,,338,,,,26,9,220,,88,670,118
202008,August 2020,202008,,N7YETT3A9r1,Kwale County,KE_County_2,,,,,,,,,267,42,19,794,143
202008,August 2020,202008,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,164,188,9,810,329
202008,August 2020,202008,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,77,2,14,310,87
202009,September 2020,202009,,vvOK1BxTbet,Baringo County,KE_County_30,,,6,,,,1,,1369,4,147,292,73
202009,September 2020,202009,,HMNARUV2CW4,Bomet County,KE_County_36,,,3,,,,,,806,3,12,478,86
202009,September 2020,202009,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,10,,,2,,2,1192,192,164,1167,509
202009,September 2020,202009,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,,,,,,258,10,11,807,304
202009,September 2020,202009,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,120,,,,15,,53,5,34,248,40
202009,September 2020,202009,,PFu8alU2KWG,Embu County,KE_County_14,,,,,,,,1,285,4,74,1033,300
202009,September 2020,202009,,uyOrcHZBpW0,Garissa County,KE_County_7,,,4,,,,,,551,50,14,284,252
202009,September 2020,202009,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,309,,6,,42,28,3387,185,80,833,230
202009,September 2020,202009,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,,50,,,20,3,161,62,39,193,68
202009,September 2020,202009,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,,,,,,614,18,364,1636,606
202009,September 2020,202009,,BjC1xL40gHo,Kakamega County,KE_County_37,,,122,,,2,29,47,2556,64,213,2971,434
202009,September 2020,202009,,ihZsJ8alvtb,Kericho County,KE_County_35,,,20,,,,6,,901,6,196,437,391
202009,September 2020,202009,,qKzosKQPl6G,Kiambu County,KE_County_22,,,594,,3,72,221,,2807,429,543,4964,2753
202009,September 2020,202009,,nrI2khZx3d0,Kilifi County,KE_County_3,,,113,,10,,,,1149,139,94,1850,497
202009,September 2020,202009,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,142,,,,3,10,132,12,69,2915,883
202009,September 2020,202009,,o36zCRjSd4G,Samburu County,KE_County_25,,,,,,,,,208,1,185,233,65
202009,September 2020,202009,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,748,,,88,,29,295,38,214,2603,773
202009,September 2020,202009,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,45,,,,,,1781,48,146,1037,263
202009,September 2020,202009,,kqJ83J2D72s,Narok County,KE_County_33,,,,,,,,,671,,130,437,150
202009,September 2020,202009,,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,1389,16,255,835,139
202009,September 2020,202009,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,44,,,,,,938,10,121,1557,379
202009,September 2020,202009,,ob6SxuRcqU4,Nakuru County,KE_County_32,,,32,,,58,312,256,3219,196,608,4037,1230
202009,September 2020,202009,,jkG3zaihdSs,Nairobi County,KE_County_47,,,413,154,3,,14,51,12492,426,607,8216,4306
202009,September 2020,202009,,ahwTMNAJvrL,Muranga County,KE_County_21,,,121,,,,,,362,5,94,2997,978
202009,September 2020,202009,,wsBsC6gjHvn,Mombasa County,KE_County_1,,,40,,31,,92,,721,140,176,1884,401
202009,September 2020,202009,,fVra3Pwta0Q,Migori County,KE_County_44,,,53,,,2,20,34,1351,49,59,1137,153
202009,September 2020,202009,,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,2141,86,158,1318,445
202009,September 2020,202009,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,64,,2,2,45,3,328,,24,140,68
202009,September 2020,202009,,R6f9znhg37c,Mandera County,KE_County_9,,,82,,,49,35,2,436,10,34,354,200
202009,September 2020,202009,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,,307,3,329,1257,233
202009,September 2020,202009,,yhCUgGcCcOo,Machakos County,KE_County_16,,,419,,,,5,,7883,494,456,5142,1393
202009,September 2020,202009,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,,,,,,3408,181,36,639,136
202009,September 2020,202009,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,,,,,,1438,3,18,562,78
202009,September 2020,202009,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,,,,,,135,1,30,218,165
202009,September 2020,202009,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,522,,11,,1,1,272,35,66,997,235
202009,September 2020,202009,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,46,6,,,1,2,1142,17,157,811,106
202009,September 2020,202009,,kphDeKClFch,Turkana County,KE_County_23,,,136,64,,,39,7,392,29,69,269,110
202009,September 2020,202009,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,,,,,,,,2591,19,49,1828,344
202009,September 2020,202009,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,567,,84,400,323
202009,September 2020,202009,,CeLsrJOH0g9,Wajir County,KE_County_8,,,38,,,,8,,214,,6,247,95
202009,September 2020,202009,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,,,,,,310,63,,193,20
202009,September 2020,202009,,sPkRcDvhGWA,Kisii County,KE_County_45,,,341,,,,56,,1135,94,214,879,418
202009,September 2020,202009,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,,,,,,724,102,129,1166,745
202009,September 2020,202009,,j8o6iO4Njsi,Kitui County,KE_County_15,,,225,,,,22,,157,4,81,430,117
202009,September 2020,202009,,N7YETT3A9r1,Kwale County,KE_County_2,,,47,,,,,13,292,33,13,826,125
202009,September 2020,202009,,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,216,2,59,837,294
202009,September 2020,202009,,NjWSbQTwys4,Lamu County,KE_County_5,,,,,,,,,278,,13,322,57
202010,October 2020,202010,,vvOK1BxTbet,Baringo County,KE_County_30,,1,2569,,4,71,650,168,651,111,173,484,93
202010,October 2020,202010,,HMNARUV2CW4,Bomet County,KE_County_36,,,4850,,39,,378,81,2162,,142,380,54
202010,October 2020,202010,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,16,12540,97,7,63,842,1529,1140,81,138,1513,405
202010,October 2020,202010,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,3986,73,99,130,1683,709,526,3,71,808,133
202010,October 2020,202010,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,2,2575,27,1,22,702,317,358,1,22,268,26
202010,October 2020,202010,,PFu8alU2KWG,Embu County,KE_County_14,,,4971,19,32,77,368,379,140,7,18,1612,592
202010,October 2020,202010,,uyOrcHZBpW0,Garissa County,KE_County_7,,279,775,54,1,6,102,7,175,10,99,326,274
202010,October 2020,202010,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,2,8190,289,227,154,1671,1256,1625,40,114,625,335
202010,October 2020,202010,,bzOfj0iwfDH,Isiolo County,KE_County_11,,,544,82,5,3,170,32,560,3,25,195,87
202010,October 2020,202010,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,15,5626,68,76,299,739,528,755,120,171,1367,696
202010,October 2020,202010,,BjC1xL40gHo,Kakamega County,KE_County_37,,,7649,2361,22,165,1696,2002,2337,68,223,2184,519
202010,October 2020,202010,,ihZsJ8alvtb,Kericho County,KE_County_35,,,4534,105,21,33,590,418,2207,2,48,378,263
202010,October 2020,202010,,qKzosKQPl6G,Kiambu County,KE_County_22,,2,5819,225,173,492,698,775,3031,50,691,4274,2181
202010,October 2020,202010,,nrI2khZx3d0,Kilifi County,KE_County_3,,5,11416,251,49,166,1417,1308,2233,203,193,1634,385
202010,October 2020,202010,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,,4449,8,56,275,69,395,98,13,188,2810,749
202010,October 2020,202010,,o36zCRjSd4G,Samburu County,KE_County_25,,5,1414,3,1,8,276,43,195,7,204,288,142
202010,October 2020,202010,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,4361,140,61,293,45,357,541,91,242,2245,920
202010,October 2020,202010,,uepLTG8wGWJ,Nyamira County,KE_County_46,,,5510,1684,44,197,1317,698,1684,605,178,866,321
202010,October 2020,202010,,kqJ83J2D72s,Narok County,KE_County_33,,23,5317,8,3,109,769,663,1106,6,174,399,269
202010,October 2020,202010,,t0J75eHKxz5,Nandi County,KE_County_29,,,5952,68,52,8,484,136,524,19,216,621,102
202010,October 2020,202010,,mYZacFNIB3h,Nyandarua County,KE_County_18,,381,3877,7,87,62,242,43,386,6,90,1432,618
202010,October 2020,202010,,ob6SxuRcqU4,Nakuru County,KE_County_32,,2,12996,1860,233,545,1310,1207,2255,211,576,3957,1546
202010,October 2020,202010,,jkG3zaihdSs,Nairobi County,KE_County_47,,3,15013,752,708,455,1815,1131,9684,3116,1246,7117,4557
202010,October 2020,202010,,ahwTMNAJvrL,Muranga County,KE_County_21,,,3472,16,105,89,42,409,350,1004,109,2472,993
202010,October 2020,202010,,wsBsC6gjHvn,Mombasa County,KE_County_1,,1,5137,20,149,102,1542,155,705,46,106,1620,439
202010,October 2020,202010,,fVra3Pwta0Q,Migori County,KE_County_44,,6,5168,52,104,584,2199,2561,1035,36,72,921,244
202010,October 2020,202010,,Y52XNJ50hYb,Meru County,KE_County_12,,,6248,403,138,104,567,290,1305,55,157,791,522
202010,October 2020,202010,,Eey8fT4Im3y,Marsabit County,KE_County_10,,,648,15,5,1,90,50,115,4,30,167,61
202010,October 2020,202010,,R6f9znhg37c,Mandera County,KE_County_9,,1,420,1,,,107,9,150,42,52,337,203
202010,October 2020,202010,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1,7045,640,3,91,245,116,276,22,210,1345,382
202010,October 2020,202010,,yhCUgGcCcOo,Machakos County,KE_County_16,,7,12420,772,80,109,658,393,7452,117,594,3111,1546
202010,October 2020,202010,,u4t9H8XyU9P,Siaya County,KE_County_41,,1,5299,177,30,144,773,1180,2530,274,92,473,153
202010,October 2020,202010,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,2619,289,15,60,87,127,2962,13,65,302,99
202010,October 2020,202010,,JsH2bnvNt2d,Tana River County,KE_County_4,,1,1109,104,4,12,118,90,402,41,28,173,210
202010,October 2020,202010,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,4759,11,6,143,103,418,223,15,51,737,239
202010,October 2020,202010,,mThvosEflAU,Trans Nzoia County,KE_County_26,,11,4531,341,42,56,1033,984,736,247,75,777,118
202010,October 2020,202010,,kphDeKClFch,Turkana County,KE_County_23,,6,1221,159,7,8,312,26,733,29,48,219,99
202010,October 2020,202010,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,5,6268,237,7,313,720,1184,467,13,255,1387,385
202010,October 2020,202010,,sANMZ3lpqGs,Vihiga County,KE_County_38,,,2528,153,89,67,1527,642,2773,,37,472,105
202010,October 2020,202010,,CeLsrJOH0g9,Wajir County,KE_County_8,,,389,19,3,1,67,26,324,4,14,297,141
202010,October 2020,202010,,XWALbfAPa6n,West Pokot County,KE_County_24,,1,1050,,185,2,232,191,407,48,74,231,49
202010,October 2020,202010,,sPkRcDvhGWA,Kisii County,KE_County_45,,27,6080,110,51,166,1189,903,1796,246,191,768,376
